unique_ID,aine_kood,nimi_et,nimi_en,eap,semester,hindamisviis,keel,linn,oppeaste,veebiope,eeldusained,kirjeldus,eesmargid,opivaljundid,hindamise_info
ARNH.01.033_1,ARNH.01.033,Naha- ja suguhaigused,Dermatology and Venereology,5.0,sügis,"Eristav (A, B, C, D, E, F, mi)",eesti keel,Tartu linn,integreeritud bakalaureuse- ja magistriõpe,põimõpe,(MV00.00.015 (Sisehaigused) VÕI AR00.00.065 (Sisehaigused)) JA AR00.00.066 (Kirurgia),"Õpetatakse kompleksselt peamisi nahahaigusi ja seksuaalsel teel levivaid haigusi (käsitletakse epidemioloogiat ja patogeneesi, haigustunnuseid ja sümptomeid, haiguse kliinilist kulgu, diagnoosimist, ravi, rehabilitatsiooni ja haiguste preventsiooni. 

Käsitlemist leiavad dermatoloogias ja veneroloogias kasutatavad uurimismeetodid, naha- ja suguhaiguste patomorfoloogia, patofüsioloogia ja immunoloogia. 

Erinevate naha ja suguhaiguste õpetamise maht on mõnevõrra erinev - suhteliselt detailsemalt on käsitletud sagedamini esinevaid haigusi (nakkuslikud nahahaigused, allergodermatoosid, papuloskvamoossed nahahaigused, reaktiivsed erüteemid, autoimmuunsed villilised nahahaigused, rasunäärmete haigused, juuste haigused, kroonilised sidekoehaigused, vaskuliidid, nahakasvajad, seksuaalsel teel levivad infektsioonid), kuid tundma õpetatakse ka suhteliselt harvem esinevaid haigusi (pärilikud nahahaigused, troopilised nahahaigused).","Aine eesmärk on õpetada arsti eriala üliõpilastele selgeks nahahaiguste ja seksuaalsel teel levivate haiguste diagnoosimise ja ravi põhialused, hõlmates nii teoreetilisi teadmisi kui praktilisi oskusi, mis võimaldavad lahendada praktikas esinevaid meditsiinilisi situatsioone.","Ainekursuse läbinud üliõpilane peaks: , 1) olema omandanud nii teoreetilised kui praktilised põhiteadmised naha- ja suguhaiguste olemusest ja diagnostikast, samuti kasutatavatest uurimismeetoditest ja oskama tulemusi interpreteerida, , 2) tundma naha-ja suguhaiguste epidemioloogia, patoloogia, patofüsioloogia ja immunoloogia põhialuseid, , 3) oskama iseseisvalt uurida naha-ja suguhaigusega patsienti ja suutma välja pakkuda esialgse diagnoosi olulisemate haiguste puhul (nakkuslikud nahahaigused, allergodermatoosid, papuloskvamoossed nahahaigused, reaktiivsed erüteemid, autoimmuunsed villilised nahahaigused, rasunäärmete haigused, juuste haigused, kroonilised sidekoehaigused, pärilikud nahahaigused, vaskuliidid, nahakasvajad, troopilised nahahaigused ja seksuaalsel teel levivad infektsioonid) , 4) oskama põhjendatult valida ja rakendada edasisi uurimismeetodeid, mis on vajalikud diagnoosi kinnitamiseks konkreetsetes situatsioonides ja interpreteerida vastavalt uuringute tulemusi, , 5) oskama põhjendatult valida ja kompleksselt rakendada ravivõimalusi, sealhulgas tundma süsteemse ja lokaalse ravi, dermatokirurgia, krüoteraapia, laserravi ja fototeraapia põhimõtteid,, 6) mõistma naha-ja suguhaiguste ravi, rehabilitatsiooni ja haiguste ennetamise terviklikkust.","A - küsimustele silmapaistev vastamine, ebatäpsusi praktiliselt ei esine,
B - küsimustele vastamine väga heal tasemel, väheolulised ebatäpsused,
C - küsimustele vastamine heal tasemel, üksikud eksimused,
D - küsimustele vastamine pinnapealne, mõningad eksimused,
E - küsimustele vastamine pinnapealne, mitmed eksimused."
FLGR.01.157,FLGR.01.157,Inglise keele praktiline foneetika,Practical English Phonetics,3.0,sügis,"Eristav (A, B, C, D, E, F, mi)",inglise keel,,bakalaureuseõpe,põimõpe,,"Kursus tutvustab inglise keele praktilise foneetika põhiküsimusi, IPA sümboleid ja foneemilist transkriptsiooni. Läbi eri õpitegevuste arendavad üliõpilased nii oma teoreetilist arusaamist foneetikast kui ka oskust kasutada ja analüüsida inglise keelele omaseid häälikuid ja hääldusmustreid ja transkribeerida eri tekste.","Kursuse eesmärgiks on: - tutvustada inglise keele praktilise foneetika põhiküsimusi, IPA sümboleid ja foneemilist transkriptsiooni; - võimaldada üliõpilasel harjutada ja lihvida oma hääldust ning analüüsida enda ja kursusekaaslaste häälduse segmentaalseid ja suprasegmentaalseid aspekte kursuse jooksul õpitud teadmistele tuginedes.","Kursuse edukalt läbinud üliõpilane:, - analüüsib ingliskeelse kõne segmentaalseid ja suprasegmentaalseid aspekte;, - analüüsib ja hindab oma häälduse tugevaid ja nõrku külgi;, - on analüüsinud ja hinnanud grupitöös oma kaasüliõpilaste häälduse tugevusi ja nõrkusi ning andnud konstruktiivset tagasisidet omandatud teadmiste põhjal; , - on lihvinud oma inglise keele hääldust;, - transkribeerib foneemiliselt eri tekste;, - rakendab ennastjuhtiva õppija oskusi ja koostööoskusi.","Lõpphinde kujundavad:
- testid ja kodutööd (väiksemad tööd + häälduspäevik) (25%);
- suulise kõne foneemilise transkriptsiooni ülesanne ja suulise kõne tunnuste analüüsimine selles (25%);
- hääldusanalüüsi grupitöö (25%);
- suuline häälduseksam (25%)."
HVLC.09.020_1,HVLC.09.020,"Läti keel algtasemele II, tase A1.1 - A1.2","Latvian for Beginners II, Level A1.1 - A1.2",6.0,sügis,"Eristamata (arv, m.arv, mi)",eesti keel,,"bakalaureuseõpe, magistriõpe, doktoriõpe",põimõpe,,"Teemad: perekond; kodu ja mööbel; kohvikus ja poes; hobid; sündmused.
Grammatika: käänded, tegusõnad (mineviku ja tuleviku vorm), arvud, kaashäälikute vaheldus, kaassõnad, enesekohased tegusõnad.","Kursuse eesmärgiks on jätkata läti keele omandamist, keskendudes tegusõnadele,  kirja- ja kõnekeele tekstide lugemisele ja tõlkimisele, kuulates tekste (video, audio abil), arutledes omavahel ja õppejõuga erinevatel lihtsatel teemadel.","Õppeaine läbinud õppija:, Kursuse lõpus oskab üliõpilane lugeda ja arusaada lihtsamatest lätikeelsetest tekstidest, vestleda lihtsamatel argipäeva teemadel, kirjutada lühikesi esseid ning orienteeruda läti grammatika üldstruktuuris.","1) kontrolltööd
2) kirjalik arvestus
3) suuline arvestus"
HVLC.05.018_1,HVLC.05.018,"Vene keel eelkeskastmele I, tase A2.1 > A2.2","Russian for Pre-Intermediate Learners, Level A2.1 > A2.2",6.0,sügis,"Eristamata (arv, m.arv, mi)","eesti keel, vene keel",,"bakalaureuseõpe, magistriõpe, doktoriõpe, rakenduskõrgharidusõpe, integreeritud bakalaureuse- ja magistriõpe",põimõpe,,"Vene keele kursus on mõeldud üliõpilastele, kes on õppinud vene keelt kahe semestri vältel või kelle tase on A2.1. Kursus hõlmab erinevate tekstide (sh dialoogide) lugemist, tõlkimist, vestlust, arutelu ning tööd sõnavaraga toimetulekuks igapäevastes suhtlussituatsioonides. Kursuse jooksul korratakse ka põhjalikult grammatikat.","Kursuse eesmärk on suhtlus-, lugemis-, kuulamis-, kirjutamis- ja grammatikaoskuste arendamine ning sõnavara täiendamine. Kursus kinnistab ja süvendab baasteadmisi, arendab kõne- ja kirjakeele oskust.","Õppeaine läbinud õppija:, Kursuse läbinud üliõpilane:
* suudab mõista kõike olulist endale tuttaval (kursuse jooksul õpitud) teemal;
* oskab koostada teksti tuttaval või enda jaoks huvipakkuval teemal nii kirjalikult kui ka suuliselt, kasutades õigesti õpitud grammatilisi konstruktsioone;
* suudab aru saada lühikestest ja lihtsatest tekstidest tuttavatel teemadel;
* oskab kirjeldada kogemusi, sündmusi, eesmärke, muljeid jne ning lühidalt põhjendada / selgitada oma seisukohti ja plaane, vahetada olulist infot ja avaldada oma arvamust praktiliste probleemide kohta;
* suudab leida vajalikku infot igapäevatekstidest (reklaamid, menüüd, ajakavad jm) ning aru saada raadio- või telesaadete põhisisust, kui need käsitlevad tuttavaid või huvipakkuvaid teemasid;
* suudab ettevalmistuseta osaleda lühikestes vestlustes igapäevastel praktilistel teemadel ja tavapärastes situatsioonides;
* suudab luua sotsiaalset kontakti (tervitada, hüvasti jätta, tutvustada, tänada, määrata kokkusaamist jne);
* oskab kirjutada lühikesi lihtsaid seostatud tekste.","Arvestus saadakse jooksvalt kõigi tingimuste täitmisel: sõnavara- ja grammatikatestide positiivse sooritamise, kodulugemise vastamise ja ettekande õigeaegse esitamise, koduste ülesannete täitmise, iseseisva töö ning aktiivse loengutes osalemise põhjal."
HVLC.06.022,HVLC.06.022,"Norra keel algtasemele (süvaõpe), tase 0 > A2","Norwegian for Beginners I (Intensive Course), Level 0 > A2",12.0,sügis,"Eristav (A, B, C, D, E, F, mi)",eesti keel,,"bakalaureuseõpe, magistriõpe",põimõpe,,"Tunnid eeldavad aktiivset osavõttu, teeme palju rühma- ja paaristööd. Samuti on suur rõhk iseseisval tööl, muu hulgas tuleb peale iga läbitud peatükki sooritada peatükki kokkuvõttev kontrolltöö. Semestri jooksul loeme lisaks õpikumaterjalile ka ilukirjandust, et tutvuda norra kirjandusega ja laiendada oma sõnavara.

Kursusel on ka veebimoodul Moodle keskkonnas, mis sisaldab tunniks vajalikku materjali, kommentaare grammatika kohta, interaktiivseid harjutusi, vajalikke linke jpm. Õpime eesmärgipäraselt kasutama netipõhiseid keeleõpperessursse, sh sõnaraamatuid.

Kursus on ehitatud üles temaatilistele kommunikatsioonieesmärkidele, mille käigus omandatakse ja harjutatakse vastavat sõnavara ja vajalikke grammatikareegleid.

Käsitletavad teemad:
Mis su nimi on?
Millega sa tegeled?
Hommikust õhtuni
Norra keele kursusel
Pereelu
Kaubanduskeskuses
Siin ma elan!
Vestlus pausi ajal
Ilm ja aastaajad
Natuke Norra kohta
Keelepraktika
Elustiil, keha ja tervis
Kolimine
Pühad ja peod
Tööl","Norra keel algtasemele (süvaõpe) on sissejuhatus erialasse Skandinaavia keelte ja kultuuride valdkonnas norra keele ja kirjanduse harus õppivatele üliõpilastele. 
Kursuse eesmärgiks on:
- arendada norra keele praktilist keeleoskust süvendatult ja eesmärgipäraselt ning viia see Euroopa Nõukogu keeleoskustasemele A2;
- omandada ülevaade Norra ühiskonnale ja kultuurile iseloomulikest joontest töötades erinevate tekstidega;
- omandada teoreetilised alusteadmised norra filoloogia valdkonnas.","Kursuse läbinud läbinud üliõpilane:, - väljendub norra keeles nii suuliselt kui ka kirjalikult A2-tasemel;, - tunneb ära filoloogilise distsipliini põhimõisted (sh foneetika ja grammatika mõisteaparaadi);, - koostab lihtsat teksti enda igapäevaeluga seotud teemadel;, - mõistab eesti ja norra kultuurierisusi ning arvestab nendega nii suulises kui kirjalikus keelekasutuses., Tunnid eeldavad aktiivset osavõttu, teeme palju rühma- ja paaristööd. Samuti on suur rõhk iseseisval tööl, muu hulgas tuleb peale iga läbitud peatükki sooritada peatükki kokkuvõttev kontrolltöö. Semestri jooksul loeme lisaks õpikumaterjalile ka ilukirjandust, et tutvuda norra kirjandusega ja laiendada oma sõnavara.","Lõplik hindamine toimub suulises ja kirjalikus vormis. Kirjalik osa (grammatikka, sõnavara, kirjutamine) moodustab 80% ja suuline osa (vestlus eksimi sooritamise ajal etteantud teemal) 20% lõpphindest."
HVLC.01.018,HVLC.01.018,"Erialane inglise keel õigusteaduse erialale II, tase B2.1 > B2.2","English for Students of Law II, Level B2.1 > B2.2",3.0,sügis,"Eristamata (arv, m.arv, mi)","eesti keel, inglise keel",,bakalaureuseõpe,põimõpe,,"Kursusel tehakse individuaalseid ülesandeid ning paaris- ja rühmatööd keele osaoskuste ja erialase sõnavara arendamiseks, sh võrreldakse eesti- ja ingliskeelset terminoloogiat ning kasutatakse termineid vestlustes ja ettekannete pidamisel. 
Tähelepanu pööratakse terminite selgitamisele.

Kursuse teemad: tsiviilõigus, tsiviilmenetlus, asjaõigus, kriminaalõigus, kriminaalmenetlus, riigiõigus.","Kursuse eesmärk on õigusalase põhiterminoloogia omandamine, mida kasutatakse erinevate õigusvaldkondade iseloomustamiseks Eesti õigussüssteemi kontekstis, ja omandatud sõnavara kasutamine erialaste tekstide lugemisel, vestlustes ja akadeemilistes ettekannetes osaoskuste (lugemine, rääkimine, kuulamine) arendamiseks B2 tasemel. 
Terminoloogia aluseks on peamiselt Eesti õigussüsteem võrdluses angloameerika õigussüsteemi terminitega.","Kursuse läbinud õppija: , 1. mõistab kursusel käsitletud õigustermineid ja kasutab neid vastavas kontekstis;, 2. kasutab andmebaase ja muid erialaseid allikaid terminite tõlgete leidmiseks;, 3. eristab erialatekstis olulist infot ja edastab seda nii ettekandes kui diskussioonis.",Arvestuse saamiseks peavad kõik hindamisele pääsemise tingimused olema täidetud.
HVLC.05.024,HVLC.05.024,"Vene keel kõnes ja kirjas. Suhtluskeel ja sõnavara kõrgtasemele, tase B2 > C1","Russian Vocabulary and Communication Course for Advanced Learners, Level B2 > C1",6.0,sügis,"Eristav (A, B, C, D, E, F, mi)","inglise keel, vene keel",,"bakalaureuseõpe, magistriõpe, doktoriõpe",põimõpe,,"Kursuse raames läbitakse vene keele suhtlusteemad vastavalt B2-C1 taseme nõuetele. 
Teemad:
1. Virtuaalse suhtlemise kultuur.
2. Inimene ja ühiskond. Sotsiaalsed rollid ja käitumisviisid. 
3. Naiste ja meeste rollid peres ja ühiskonnas.
4. Emotsioonid ja huumor.","Kursuse eesmärgiks on suurendada õppija venekeelset sõnavara, arendada suhtlusoskust ning anda ülevaade vene keele stiilijaotusest.","Kursuse läbinud üliõpilane:, - omab teadmisi vene ühiskonna eripärast ja oskab vene keeles arutleda inimestevahelistest suhetest;, - on laiendanud sõnavara läbitud teemadel;, - tunneb ametlikke, kirjakeelseid ja kõnekeelseid väljendusviise ning oskab neid kasutada vastavalt situatsioonidele.","aktiivne osavõtt tunnitööst ja ülesannete sooritamine veebikeskkonnas - 20%;
presentatsioon - 20%
miniettekanded - kokku 20%;
sõnade vastamine - kokku 20%;
esseed (300-350 sõna) - kokku 20%"
SOZU.03.252,SOZU.03.252,Ülevaade meedia ja kommunikatsiooni teooriast,Overview of Media and Communication Theory,6.0,sügis,"Eristav (A, B, C, D, E, F, mi)",eesti keel,Tartu linn,bakalaureuseõpe,lähiõpe,SVUH.00.038 (Sissejuhatus kommunikatsiooni ja meediasse),"Kursuse käigus tutvustatakse meedia ja kommunikatsiooni uurimise klassikalisi ja uuemaid paradigmasid, nende arengut ja levikut Euroopa ja Ameerika uurimistraditsioonides. Seminarides arutatakse nende teooriate rakendatavust Eesti meediaruumi kontekstis ning erinevate erialaste probleemide uurimiseks.",Kursuse eesmärk on anda üliõpilastele ülevaade põhilistest teoreetilistest lähenemisviisidest meediale ja kommunikatsioonile ning kujundada oskusi teoreetiliste küsimuste püstitamiseks ja sobivate analüüsimeetodite valikuks vastavalt teoreetilisele lähenemisele.,"Õppeaine läbinud õppija:, tunneb erinevaid klassikalisi ja uuemad meedia ja kommunikatsiooni teoreetilisi lähenemisi ja nendes sisalduvaid põhimõisteid;, oskab erivate erialaste uurimisprobleemide lahendamiseks valida sobiva teoreetilise ja metodoloogilise lähenemise.","Kodutööd 21 p, lugemistestid 14 p, seminariosalus 21 p, paradigmade tabel 4 p, eksam 40p."
HVLC.08.009_1,HVLC.08.009,"Jaapani keel algtasemele II, tase A1.1 > A1.2","Japanese for Beginners II, Level A1.1 > A1.2",6.0,sügis,"Eristamata (arv, m.arv, mi)",eesti keel,,"bakalaureuseõpe, magistriõpe, doktoriõpe, integreeritud bakalaureuse- ja magistriõpe",põimõpe,,"Jätkatakse õpinguid õpiku alusel. Läbitavad teemad:linnas orienteerumine, poes käimine, puhkepäev, pere, ilm ja aastaaeg, linna tutvustamine, väljas käimine.",Kursuse eesmärgiks on omandada jaapani keele elementaarsed oskused nii kõnes kui kirjas. Arendatakse kõiki osaoskusi.  Üldeesmärkide saavutamise lõpptase on A1.2.,"Kursuse läbinud üliõpilane:, oskab poes müüjaga elementaarsel tasemel suhelda,, oskab kirjeldada oma tavapärast puhkepäeva ja tehtud reisi, , oskab oma peret pisut lähemalt tutvustada,, oskab pidada jaapanikeelset lühivestlust ilma teemadel,, oskab oma kodulinna pisut lähemalt kirjeldada ja linnas liikumiseks juhiseid anda,, oskab oma linna tulnud külalisele jagada külastussoovitusi ja temaga kohtumist kokku leppida,, tunneb kontekstis umbes 120 kanjisõna.","Arvestustöö tulemuse põhjal. Arvestusele lubatakse need, kellel on kõik eelnevalt märgitud jooksvad tööd sooritatud ja esitatud."
FLEE.02.017_1,FLEE.02.017,Keeletoimetamine I,Language Editing I,3.0,sügis,"Eristamata (arv, m.arv, mi)",eesti keel,Tartu linn,"bakalaureuseõpe, magistriõpe",lähiõpe,(FLEE.02.042 (Eesti õigekeelsus ja väljendusõpetus) VÕI HVEE.01.004 (Akadeemiline eesti keel)),Õpitakse tundma keelehoolde ülesandeid. Harjutatakse keelelist redigeerimist.,Üliõpilane omandab oskuse toimetada ja keeleliselt korrigeerida mitmesuguseid eestikeelseid tekste.,"Kursuse läbinud üliõpilane:, - teeb vahet keeletoimetaja ja korrektori ametiülesannetel;, - kasutab kriitiliselt keelehooldeallikaid;, - parandab eri liiki tekstides eksimusi eesti kirjakeele normide ja heade tavade vastu;, - annab asjatundlikku tagasisidet ja keelenõu;, - analüüsib enda väljavaateid töötada keeletoimetajana.",Arvestuse saamiseks tuleb teha kontrolltöö ja praktiline ülesanne (toimetamistöö).
LOOM.02.009,LOOM.02.009,Kartograafia,(Basic) Cartography,3.0,sügis,"Eristav (A, B, C, D, E, F, mi)",eesti keel,Tartu linn,"bakalaureuseõpe, magistriõpe",põimõpe,,"Kartograafia põhikursus. Antakse ülevaade nähtuste kartograafilistest kujutamisviisidest, üldistamisest, kaartide valmistamisest ja nende vormistamise põhitõdedest. Puudutatakse ka matemaatilise kartograafia ja digitaalkartograafia aluseid. Praktiliste tööde käigus keskendutakse väikeseformaadilise kaardi koostamisele.",Tutvustada kartograafia ja kaardivalmistamise peamisi teoreetilisi printsiipe,"Aine läbimise järel üliõpilane:, - valdab kartograafia põhimõisteid, oskab neid selgitada;, - saab aru kommunikatsiooni olemusest ja ulatusest kartograafias;, - mõistab kartograafiliste projektsioonide olemust;, - mõistab kaarditootmise protsessi olemust;, - tunneb põhilisi kaardi kujutusviise ning kartograafiliste märkide kujundamise põhimõtteid;, - tunneb kaardikirjade liike ja funktsioone ning oskab kaardikirju kaardile paigutada;, - teab peamisi kaardi generaliseerimise võtteid;, - saab aru värvide kasutamisest kartograafias, - tunneb trükitehnoloogia põhimõtteid, - omab ülevaadet Eesti kaardisüsteemist","Vastavalt kirjalikul eksamil saadud punktidele.
Eksami saadud punkti summat  võib tõsta loengutes kogutud lisapunktide arv ning praktikumi käigus valminud  parima kaardi autoriks olemine."
FLEE.07.182,FLEE.07.182,Kaugemad sugulaskeeled I,More Distantly Related Languages I,3.0,sügis,"Eristamata (arv, m.arv, mi)",inglise keel,Tartu linn,"bakalaureuseõpe, magistriõpe, doktoriõpe, integreeritud bakalaureuse- ja magistriõpe",põimõpe,,"Sissejuhatus grammatikasse; tekstide lugemine; tähelepanu pööratakse vaadeldava keele lingvistilisele ja/või kultuurilisele eripärale.
Kursuse läbiviimist toetab Euroopa Liidu Regionaalarengu Fond (Tartu Ülikooli ASTRA projekt PER ASPERA).","Keele struktuuri kursus ühe Uurali keele kohta, mis ei kuulu läänemeresoome keele hulka; esimene osa.","Õppeaine läbinud õppija:, Põhiteadmised vaadeldava keele struktuuri, dialektoloogia, filoloogia ja ajaloo kohta; filoloogiliste ja analüütiliste tekstilugemisoskuste arendamine; vaadeldava keele areaalse ja ajaloolise tähtsuse mõistmine.",
MTAT.08.020,MTAT.08.020,Paralleelarvutused,Parallel Computing,6.0,sügis,"Eristav (A, B, C, D, E, F, mi)",inglise keel,,"magistriõpe, doktoriõpe",põimõpe,,"Paralleelarvutuste motivatsioon. Paralleelarvutite klassifikatsioon eri vaatenurkadest, superarvutid, linux-klastrid ja HPC. Paralleelprogrammeerimise vahendid ja erinevad lähenemisviisid. Põhilised rakendused kus läheb vaja paralleelarvutusi, lineaaralgebra ülesanded, graafide partitsioneerimise erinevaid meetodeid. Paralleelprogrammide jõudluse hindamine. Paralleelalgoritmide iseärasused, paralleelalgoritmide klassifikatsioon ja näited. Paralleelalgoritmide optimaalsuse küsimus.","Kursus annab ülevaate paralleelarvutuste põhimõtetest nii teoorias kui ka praktikas. Käsitletakse paralleelalgoritme koos erinevate paralleelprogrammeerimise mudelitega eri tüüpi
paralleelarhitektuuridele. Õppetöö eeldab regulaarset iseseisvat tööd linux-tööjaamadel kasutades MPI (Message Passing Interface) ja OpenMP teeke.",Omandatakse elementaarne paralleelprogrammide kirjutamisoskus kasutades kõrgetasemelist programmeerimiskeelt ja teateedastusteid. Omandatakse teadmised erinevatest paralleliseerimistehnikatest ja keskkondadest. Areneb võime iseseisvalt disainida paralleelalgoritme.,"50% Praktikumid / Kodused ülesanded
50% Eksam"
MTAT.05.082,MTAT.05.082,Kodeerimisteooria,Coding Theory,6.0,sügis,"Eristav (A, B, C, D, E, F, mi)",inglise keel,,"magistriõpe, doktoriõpe",lähiõpe,,"Kursus katab järgnevaid teemasid: kommunikatsiooni mudel, kanalid, Hammingu kaugus, maksimaalse tõepära dekodeerimine, lineaarsed koodid, Hammingu koodid, Liitkoodid, Singeltoni tõke, Hammingu tõke, Gilbert-Vashamovi tõke, Reed-Solomoni koodid ja nende dekodeerimine, Tanneri graafid, Ekspanderkoodid, võrkude koodid.","Tutvustada tudengitele kodeerimisteooria põhilisi tööriistu, mida saab hiljem kasutada rakendusteks kommunikatsiooni, võrkude, krüptograafia ja andmete arhiveerimise valdkondades.","Pärast kursuse läbimit oskab tudeng:, *  kasutada kodeerimisteooria põhitööriistu, nagu lineaarsed koodid, generaator ja paarsuskontrollimaatriksid ning dekodeerimisalgorimtid;, *  lugeda ja mõista keskmise raskusega matemaatilisi ja insenertehnilisi teadusartikleid antud valkdonnas;, *  Konstrueerida erinevate praktikas tekkivate olukordade jaoks sobivaid kodeerimis ja dekodeerimismeetodeid.",The final grade will be established based on homeworks and final exam
MTMM.00.214,MTMM.00.214,Diferentsiaalvõrrandid,Differential Equations,6.0,sügis,"Eristav (A, B, C, D, E, F, mi)",eesti keel,Tartu linn,bakalaureuseõpe,põimõpe,,"Sissejuhatav diferentsiaalvõrrandite alane kursus, milles käsitletakse selle valdkonna
 põhimõisteid ja täpse lahendamise meetodeid. Vaadeldakse nii kvadratuurides 
lahenduvaid esimest järku võrrandeid kui lineaarseid kõrgemat järku võrrandeid ja 
nende rajaülesandeid. Käsitletakse ka lineaarseid ja mittelineaarseid diferentsiaalvõrrandite
 süsteeme.",Peaeesmärgiks on tutvustada harilike diferentsiaalvõrrandite teooria põhialuseid ning analüüsida võimalusi harilike diferentsiaalvõrrandite ja nende süsteemide lahendamiseks  analüütiliste meetodite abil.,"Selle kursuse läbinud üliõpilane:
1. teab, mis on harilik diferentsiaalvõrrand (HDV), harilike diferentsiaalvõrrandite süsteem (HDVS), HDV ja HDVS  Cauchy ülesanne, HDV rajaülesanne;
2. oskab HDV ja HDVS kuju järgi otsustada vastava Cauchy ülesande lahendi olemasolu ja ühesuse üle;
3. teab, mis on esimest järku HDV sihtide väli ja oskab selle põhjal otsustada võrrandi lahendite ligikaudse kulgemise üle;
4. tunneb ära eralduvate muutujatega võrrandi, eksaktse võrrandi, lineaarse esimest järku diferentsiaalvõrrandi ja oskab neid lahendada;
5. teab, mis on diferentsiaalvõrrandi integreeruvustegur ja oskab teda kasutada ülesannete lahendamisel;
6. oskab kasutada võrrandi parametriseerimise võtet esimest järku HDV lahendamisel;
7. oskab alandada HDV järku, kui võrrandis ei esine ilmutatult sõltumatut muutujat või otsitavat funktsiooni; oskab lihtsamate võrrandite korral leida Cauchy ülesande lahendi Cauchy valemi abil;
8. oskab leida konstantsete kordajatega lineaarse homogeense  HDV karakteristlikke väärtusi, neile vastavat lahendite fundamentaalsüsteemi ja üldlahendit; 
9. oskab leida konstantsete kordajatega lineaarse mittehomogeense HDV erilahendit ning üldlahendit; tunneb ära Euleri diferentsiaalvõrrandi ja oskab teda lahendada; on võimeline kasutama Liouville`i - Ostrogradski valemit teist järku lineaarse homogeense diferentsiaalvõrrandi lahendamisel; 
10. oskab taandada teist järku HDVS ühele diferentsiaalvõrrandile;
11. oskab leida konstantsete kordajatega teist ja kolmandat järku lineaarse HDVS üldlahendit lähtudes vastava homogeense süsteemi karakteristlikest väärtustest.","Eksamihinde määramisel summeeritakse kontrolltööde, kodutööde ja eksami eest saadud punktid."
KKSP.05.265,KKSP.05.265,Suusatamise algõpetus,Skiing. Basic Course,3.0,sügis,"Eristav (A, B, C, D, E, F, mi)",eesti keel,Tartu linn,bakalaureuseõpe,põimõpe,,"Murdmaasuusatamise tehnika omandamine. Varustuse valimine ja hooldamine. Ohutusnõuded. Suusamatka põhimõtted, uisutamine. Suusatunni läbiviimine ja oponeerimine. Õppepaikade valik ja ettevalmistamine. Talispordiürituste korraldamine.",Aine õpetamise eesmärk on algteadmiste ja metoodiliste oskuste andmine suusatamise õpetamiseks.,"- murdmaasuusatamise liigutustegevuse põhialuste omandamine,
- üldteadmised murdmaasuusataja kehalise võimekuse arendamisest ja mõjust organismile,
- teadmised murdmaasuusatamise terminoloogiast, olulisematest võistlusmäärustest, suuskade valimisest ning hooldusest,
- on võimeline kooli aineprogrammi tasemel õpetama murdmaasuusatamise liigutuslikke tegevusi, kasutades pedagoogilisi printsiipe ja alaspetsiifilisi teadmisi,
- hindab ja analüüsib ala tehnika ja õpetamise spetsiifikat,
- on võimeline sooritama uisutamise lihtsamaid  tehnikaelemente.","Suusatamise tehnika, suusatunni läbiviimise ja kontrolltöö koondhinne."
MVCM.03.002_1,MVCM.03.002,TEAM kursus: Traumahaige esmakäsitlus ATLS printsiipidel,TEAM Course: Management of Trauma Patient on ATLS Principles,1.0,sügis,"Eristamata (arv, m.arv, mi)",eesti keel,Tartu linn,integreeritud bakalaureuse- ja magistriõpe,põimõpe,,TEAM kursus on Ameerika Kirurgide Liidu koolitus mis on kasvanud välja ATLS ehk Advanced Trauma Life Support moodulist ja kohandatud arstiteaduse üliõpilastele.,"TEAM kursuse eesmärk on anda ülevaade traumahaige standardiseeritud käsitlusest Advanced Trauma Life Support for Doctors® (ATLS®) printsiipidel. Kursuse komponentideks on traumahaige esmakäsitlus, raskete vigastuste diagnostika, eluohtlike vigastuste esmane ravi, haige stabiliseerimine ja ettevalmistus üleviimiseks kõrgema etapi raviasutusse.","- Selle kursuse läbides:, - oskab üliõpilane kirjeldada traumade ning vigastuste preventsiooni strateegiaid, - oskab üliõpilane teostada multitraumahaige triaaži, - oskab üliõpilane prioritiseerida multitrauma haige esmakäsitluse käsitluse etappe, - oskab üliõpilane kirjeldada juhiseid ja tehnikaid, mida kasutatakse multitraumahaige esmasel stabiliseerimisel ja lõplikul ravil, - oskab üliõpilane identifitseerida, kuidas traumahaige kaasuvad seisundid, haigused ja traumamehhanism mõjutavad esmast käsitlust, - oskab üliõpilane kirjeldada ja praktiseerida algtasemel meeskonnakeskset traumahaige käsitlust, - oskab üliõpilane planeerida traumahaige transporti definitiivseks raviks kõrgemas etapis",Lõpphinde annab osalemine kõigil kursuse loengutel ja praktikumidel ning aine lõpus sooritatav arvestus.
